,name,hospital_id,nickname,content,date,revisit
0,경희누리한의원,12968216,Nan4,꼼꼼한설명  침치료가 잘듣는것같아요,11.1.수,2번째 방문
1,경희누리한의원,12968216,Nan4,친절한설명 꼼꼼한치료  감사드려요~  ,10.28.토,1번째 방문
2,경희누리한의원,12968216,44****,친절해요,9.20.수,4번째 방문
3,경희누리한의원,12968216,44****,친절해요,9.19.화,3번째 방문
4,경희누리한의원,12968216,44****,친절해요,9.18.월,2번째 방문
5,경희누리한의원,12968216,44****,친절해요,9.16.토,1번째 방문
6,경희누리한의원,12968216,팬사랑서울43,좋아요 ,3.17.금,13번째 방문
7,경희누리한의원,12968216,팬사랑서울43,좋아요 ,3.16.목,12번째 방문
8,경희누리한의원,12968216,팬사랑서울43,좋아요 ,3.15.수,11번째 방문
9,경희누리한의원,12968216,팬사랑서울43,좋아요 ,3.14.화,10번째 방문
0,경희닥터유한의원,13464943,청포도2,굿굿,10.27.금,1번째 방문
1,경희닥터유한의원,13464943,체리9412,쥬ㅏ요 조어요 조아요 조어요,10.21.토,13번째 방문
2,경희닥터유한의원,13464943,쏭 주인장님,👌 ,10.11.수,5번째 방문
3,경희닥터유한의원,13464943,쏭 주인장님,👌 ,10.5.목,4번째 방문
4,경희닥터유한의원,13464943,쏭 주인장님,"치료받고
추석 선물까지 받았네요.
푸짐한 선물 감사합니다.",9.13.수,3번째 방문
5,경희닥터유한의원,13464943,AgentRalph,친절하시고 추석이라고 선물도주시네요,9.8.금,1번째 방문
6,경희닥터유한의원,13464943,비스트3959,아프면 가는데  같은건물 정형외과보다  여기가 더 잘 봄 나한테 여기 선생님은 화타임내용 더보기,8.29.화,1번째 방문
7,경희닥터유한의원,13464943,쏭 주인장님,👌 ,8.28.월,2번째 방문
8,경희닥터유한의원,13464943,love584,좋아요,8.18.금,1번째 방문
9,경희닥터유한의원,13464943,적토마39,친절하시고 좋아요,7.22.토,2번째 방문
0,경희동행한의원 중랑본점,1391156044,조영길44,친절하십니다.,11.19.일,1번째 방문
1,경희동행한의원 중랑본점,1391156044,Stubbornkyj93, ,11.18.토,1번째 방문
2,경희동행한의원 중랑본점,1391156044,RB kang, ,11.18.토,1번째 방문
3,경희동행한의원 중랑본점,1391156044,rf****,너무 친절하시고 침도 안아프게 잘 놓아주세요! 다음주에 뵙겠습니다,11.4.토,1번째 방문
4,경희동행한의원 중랑본점,1391156044,j9kz,"처음 방문하는 곳인데 너무 친절하고, 꼼꼼한 진료와 치료를 해주셨습니다.
사진처럼 경옥고와 치료를 위한 안내물도 주시고, 한약도 주셨어요.
당분간은 이곳에서 치료에 전념할 생각입니다.",10.31.화,1번째 방문
5,경희동행한의원 중랑본점,1391156044,콜로니아,손목치료 받았는데 모두 친절하셔서 편하게 받았네요.,10.31.화,1번째 방문
6,경희동행한의원 중랑본점,1391156044,FB117712,시설 깨끗하고 치료받을 때 환복할 옷이 준비되어 있어서 좋았어요~ 의료진이 잘 들어주시고 세심히 설명해주셔서 좋았습니다. 체질약과 경옥고도 감사합니다🙏,10.30.월,1번째 방문
7,경희동행한의원 중랑본점,1391156044,yhp80,"교통사고 후유증 치료차 방문하였어요
평소 불편한 중상도 얘기했는데, 친절히 답변해주시고 정성스럽게 치료 해주셨어요 남은 치료도 잘 부탁드려요 간호사님들도 친절하십니다",10.30.월,1번째 방문
8,경희동행한의원 중랑본점,1391156044,눈찌43,"직원분들 너무친절하고 시설도 좋네요
원장님이.추나치료와 침을 잘놔주셔서 한결나아졌어요 감사합니다
",10.29.일,1번째 방문
9,경희동행한의원 중랑본점,1391156044,고진용98,진료 잘봐주시고 모두가 친철합니다,10.27.금,1번째 방문
0,경희리안한의원,20391167,스완돌,좋아요,3.25.토,1번째 방문
1,경희리안한의원,20391167,현우승우맘74,친절해요,22.12.20.화,2번째 방문
2,경희리안한의원,20391167,이선미65,굿,22.10.1.토,1번째 방문
3,경희리안한의원,20391167,maru51,좋아요,22.8.31.수,1번째 방문
4,경희리안한의원,20391167,ran****,ᆢ,22.5.3.화,1번째 방문
5,경희리안한의원,20391167,백영애60,좋아요,22.5.3.화,1번째 방문
6,경희리안한의원,20391167,tttttzing,좋아요 ,22.4.18.월,6번째 방문
7,경희리안한의원,20391167,tttttzing,좋아요 ,22.3.7.월,5번째 방문
8,경희리안한의원,20391167,hdw****,굿,22.2.4.금,1번째 방문
9,경희리안한의원,20391167,sis****,좋아요,22.2.4.금,1번째 방문
0,경희미르애한의원 중랑점,991746215,시현7289,"너무 친절하고 아픈곳을 잘봐주세요.
효과도 너무 좋아요.",11.21.화,10번째 방문
1,경희미르애한의원 중랑점,991746215,시현7289,"너무 친절하고 아픈곳을 잘봐주세요.
효과도 너무 좋아요.
👍 👍 👍 👍 👍 👍 👍 👍 👍 ",11.20.월,9번째 방문
2,경희미르애한의원 중랑점,991746215,시현7289,"너무 친절하고 아픈곳을 잘봐주세요.
효과도 너무 좋아요.",11.15.수,8번째 방문
3,경희미르애한의원 중랑점,991746215,yxxns2,"20대라 한의원은 처음 가보는데 친절하게 잘 진료해주셔서 좋았어요,, 발목 아플때는 정형외과보다 한의원가서 침맞는게 더 좋다더니 정말 침맞고 많이 나아졌어요 :)",11.14.화,1번째 방문
4,경희미르애한의원 중랑점,991746215,시현7289,"너무 친절하고 아픈곳을 잘봐주세요.
효과도 너무 좋아요.",11.13.월,7번째 방문
5,경희미르애한의원 중랑점,991746215,제현맘73,진료 잘해요~~,11.9.목,14번째 방문
6,경희미르애한의원 중랑점,991746215,시현7289,"너무 친절하고 아픈곳을 잘봐주세요.
효과도 너무 좋아요.",11.9.목,6번째 방문
7,경희미르애한의원 중랑점,991746215,시현7289,"너무 친절하고 아픈곳을 잘봐주세요.
효과도 너무 좋아요.",11.8.수,5번째 방문
8,경희미르애한의원 중랑점,991746215,yso****,좋아요,11.8.수,6번째 방문
9,경희미르애한의원 중랑점,991746215,시현7289,"너무 친절하고 아픈곳을 잘봐주세요.
효과도 너무 좋아요.",11.7.화,4번째 방문
0,경희사랑채한의원,1723068139,herasoul,전문적임. 한의사 분 좋으심.,9.29.금,1번째 방문
1,경희사랑채한의원,1723068139,에코 카오스,"침 치료에 대한 효과는 봤으나, 원장님이 환자에 대한 공감 능력이 부족함 
",9.22.금,1번째 방문
2,경희사랑채한의원,1723068139,jbk****,"침치료 효과도 좋고
원장님도 간호사님들도 다들 너무 친절하시고 편하게 해주셔서 계속 찾게 돼요~",9.22.금,7번째 방문
3,경희사랑채한의원,1723068139,jbk****,좋아요~,9.20.수,6번째 방문
4,경희사랑채한의원,1723068139,jbk****,좋아요,9.19.화,5번째 방문
5,경희사랑채한의원,1723068139,jbk****,좋아요~,9.18.월,4번째 방문
6,경희사랑채한의원,1723068139,ks1359,굿,9.11.월,4번째 방문
7,경희사랑채한의원,1723068139,ks1359,굿,9.9.토,3번째 방문
8,경희사랑채한의원,1723068139,ks1359,굿,9.8.금,2번째 방문
9,경희사랑채한의원,1723068139,ks1359,굿,9.7.목,1번째 방문
0,경희생명나무한의원,13292723,clo****,"매번 친절하고 자세하게 잘 봐주십니다.
감사합니다 :)",11.21.화,1번째 방문
1,경희생명나무한의원,13292723,huray815,오른 쪽 어깨를 치료받고 있습니다. 3회 이후부터 팔도 올라가고 통증도 줄어들고 있어요~^^ 감사합니다!!!,11.20.월,1번째 방문
2,경희생명나무한의원,13292723,토이43,"출산하고 점점 아파진 허리통증에 목통증도 같이와서
치료받았는데 너무너무 친절하고 시원해요😄",11.20.월,1번째 방문
3,경희생명나무한의원,13292723,평생순환,"원장선생님.간호사분들 모두 친절하셔서
항상 편한 마음으로 치료 받을수 있어 좋아요..",11.9.목,1번째 방문
4,경희생명나무한의원,13292723,김계순40,편안해서좋아요,8.3.목,1번째 방문
5,경희생명나무한의원,13292723,쿠야70,친절행해요,8.3.목,2번째 방문
6,경희생명나무한의원,13292723,쿠야70,친절합니다,8.1.화,1번째 방문
7,경희생명나무한의원,13292723,kim****,ㅈ,7.22.토,1번째 방문
8,경희생명나무한의원,13292723,nex****,좋아요 ,7.22.토,1번째 방문
9,경희생명나무한의원,13292723,장이네,시원해요~ 치료 잘 받고 있어요~,3.2.목,2번째 방문
0,경희손한의원,19530943,sht****,굿,10.10.화,8번째 방문
1,경희손한의원,19530943,sht****,굿,10.7.토,7번째 방문
2,경희손한의원,19530943,수상한그녀v,"한의사님이 친절하시고 꼼꼼하게 침잘놔주세요 
몇년째 다니고 있어요 ㅎ",7.24.월,1번째 방문
3,경희손한의원,19530943,예스맨2022,굿굿,6.30.금,3번째 방문
4,경희손한의원,19530943,예스맨2022,친절해요,6.29.목,2번째 방문
5,경희손한의원,19530943,엔돌핀6230,"좋은거 같아요 한의원도
한번씩 들립니다",6.24.토,1번째 방문
6,경희손한의원,19530943,아자아자ㅎ,굿굿,22.12.22.목,1번째 방문
7,경희손한의원,19530943,예스맨2022,아픈데 많이 좋아짐,22.12.10.토,1번째 방문
8,경희손한의원,19530943,쏘리어무이,선생님과 직원들이 친절하세요.,22.11.30.수,1번째 방문
9,경희손한의원,19530943,여기가좋겠다ㅎ,침 처음 맞아보는데 시원함ㅋ ,22.11.1.화,1번째 방문
0,경희솔한의원,11722488,푸른소금28,좋아요 ,11.20.월,11번째 방문
1,경희솔한의원,11722488,푸른소금28,좋아요 ,11.13.월,10번째 방문
2,경희솔한의원,11722488,푸른소금28,좋아요 ,11.6.월,9번째 방문
3,경희솔한의원,11722488,귀한집딸z,친절하고 좋아요,11.3.금,1번째 방문
4,경희솔한의원,11722488,푸른소금28,좋아요,10.2.월,8번째 방문
5,경희솔한의원,11722488,쭈J,친절해요 ~,9.27.수,15번째 방문
6,경희솔한의원,11722488,착바,좋아요 ,8.2.수,62번째 방문
7,경희솔한의원,11722488,푸른소금28,좋아요,8.1.화,7번째 방문
8,경희솔한의원,11722488,착바,좋아요 ,6.7.수,61번째 방문
9,경희솔한의원,11722488,착바,좋아요 ,4.19.수,60번째 방문
0,경희수한의원,13302494,ise****,굿,9.21.목,1번째 방문
1,경희수한의원,13302494,파버디퍼플,"저하고 여기가 맞는거 같아요
정말 편해요",8.26.토,3번째 방문
2,경희수한의원,13302494,ttk****,치료도 꼼꼼히 잘 해주십니당~~~,6.27.화,9번째 방문
3,경희수한의원,13302494,ttk****,"선생님 상담이 자세하고, 치료도 잘해주십니당~
",6.23.금,8번째 방문
4,경희수한의원,13302494,날개40, ,6.14.수,5번째 방문
5,경희수한의원,13302494,날개40, ,6.13.화,4번째 방문
6,경희수한의원,13302494,ttk****,"선생님 상담이 자세하고, 참 친절하세요~",6.7.수,7번째 방문
7,경희수한의원,13302494,윤슬5013,굿,5.11.목,4번째 방문
8,경희수한의원,13302494,윤슬5013,굿,4.4.화,3번째 방문
9,경희수한의원,13302494,파버디퍼플,친절이 치료 잘 받았어요,3.29.수,2번째 방문
0,경희애한의원,1727029856,asd3566130,친절해요 ,11.24.금,13번째 방문
1,경희애한의원,1727029856,asd3566130,친절해요 ,11.20.월,11번째 방문
2,경희애한의원,1727029856,asd3566130,친절해요 ,11.13.월,10번째 방문
3,경희애한의원,1727029856,J나,"치료 잘하시는것 같아요.
한번만 맞고와도 효과가 있네요.",11.11.토,7번째 방문
4,경희애한의원,1727029856,asd3566130,친절해요 ,9.27.수,9번째 방문
5,경희애한의원,1727029856,asd3566130,친절해요 ,9.26.화,8번째 방문
6,경희애한의원,1727029856,asd3566130,침을 잘 놔요,9.25.월,7번째 방문
7,경희애한의원,1727029856,asd3566130,친절해요 ,9.22.금,6번째 방문
8,경희애한의원,1727029856,asd3566130,친절해요 ,9.21.목,5번째 방문
9,경희애한의원,1727029856,J나,친절하고 꼼꼼한진료 좋아요,8.12.토,6번째 방문
0,경희약손한의원,34302018,cocolee1223,ㆍ,5.24.수,2번째 방문
1,경희약손한의원,34302018,wowndla,좋아요,5.24.수,1번째 방문
2,경희약손한의원,34302018,푸쳐핸썸53,친절하심다,5.22.월,22번째 방문
3,경희약손한의원,34302018,jus****,"친절하고
잘 치료되요",5.19.금,2번째 방문
4,경희약손한의원,34302018,jus****,친절해요 ,5.18.목,1번째 방문
5,경희약손한의원,34302018,프르니82,엄청 친절해요,5.11.목,4번째 방문
6,경희약손한의원,34302018,푸쳐핸썸53,친절하십니다 ,5.3.수,21번째 방문
7,경희약손한의원,34302018,프르니82,굿,5.3.수,3번째 방문
8,경희약손한의원,34302018,프르니82,친절해요,5.1.월,2번째 방문
9,경희약손한의원,34302018,cocolee1223,친절해요,5.1.월,1번째 방문
0,경희용한의원,12069508,앙월,가끔 감,9.4.월,1번째 방문
1,경희용한의원,12069508,suk****,친절하세요,8.31.목,1번째 방문
2,경희용한의원,12069508,suksuk822,의사쌤이.너무 친전하시고 자세히 상담해주셨어요.이제 약 먹어보고 있는데 효과까지 좋았음 좋겠네요~,3.16.목,2번째 방문
3,경희용한의원,12069508,동해사랑44,"내원할때마다 너무 친절하시고 봉침맞은후 효과가 너무좋네요
감사합니다~^^",3.5.일,2번째 방문
4,경희용한의원,12069508,kyo****,좋아요 ,2.22.수,1번째 방문
5,경희용한의원,12069508,pag****,지난주에 허리를 삐끗해서 처음 진료받고 오늘 세번째 방문인데 원장님 진짜 열심히 치료해주시고 운동까지 알려주시고 너무 좋았어요,2.18.토,1번째 방문
6,경희용한의원,12069508,junsong,친절해요 ,2.5.일,2번째 방문
7,경희용한의원,12069508,junsong,약재설명이 자세해요,1.29.일,1번째 방문
8,경희용한의원,12069508,동해사랑44,"허리가 너무 아파서 갖는데 원장님이 설명도 잘해주시고 추나랑 봉침맞고 나니까 정말 좋아 졌어요
면목역 근처에서는 제일 잘하시는듯...^^",1.17.화,1번째 방문
9,경희용한의원,12069508,dbc****,친절해요 ,22.7.14.목,1번째 방문
0,경희장생한의원,13124184,sjh860,친절합니다,10.26.목,3번째 방문
1,경희장생한의원,13124184,스토리핸즈,단골입니다,8.12.토,8번째 방문
2,경희장생한의원,13124184,sjh860,친절합니다,8.9.수,2번째 방문
3,경희장생한의원,13124184,파랑나비ㅎ,친절해요,8.5.토,2번째 방문
4,경희장생한의원,13124184,스토리핸즈,단골입니다,8.5.토,7번째 방문
5,경희장생한의원,13124184,스토리핸즈,단골입니다,7.22.토,6번째 방문
6,경희장생한의원,13124184,스토리핸즈,단골입니다,7.15.토,5번째 방문
7,경희장생한의원,13124184,스토리핸즈,단골입니다,7.10.월,4번째 방문
8,경희장생한의원,13124184,스토리핸즈,1년만에 들렸어요 몸이 안좋아져 왔는데. 치료와 상담을 잘받았습니다. 아플때 자주가는 단골입니다. 😍내용 더보기,7.8.토,3번째 방문
9,경희장생한의원,13124184,파랑나비ㅎ,친절해요,7.1.토,1번째 방문
